x		y		z		phi		theta		r		pt
9192.63	-21703.7	256.26		5.11303	0.349063	23570.2	20000
9210.09	-21696.3	50		5.11384	0.349037	23570.2	20000
9225.84	-21689.6	50		5.11456	0.3491	23570.2	20000


4509.71	-23134.8	279.571		4.90491	0.349121	23570.2	20000
4528.3	-23131.1	50		4.90571	0.34911	23570.2	20000
4545.64	-23127.7	50		4.90646	0.34916	23570.2	20000


22959.6	5330.51	305.924		0.228128	0.349038	23570.2	20000
22955.4	5348.38	50		0.228906	0.349041	23570.2	20000
22951.3	5365.82	50		0.229666	0.349147	23570.2	20000


14324.9	18717.7	260.237		0.917565	0.349058	23570.2	20000
14309.9	18729.2	50		0.918371	0.349053	23570.2	20000
14294.4	18741	50		0.919193	0.349099	23570.2	20000


18919	14058	347.123		0.639046	0.349079	23570.2	20000
18908.3	14072.3	50		0.639805	0.349166	23570.2	20000
18895.9	14089	50		0.640686	0.349104	23570.2	20000


-3352.47	-23330.6	296.934		4.56967	0.34906	23570.2	20000
-3332.85	-23333.4	50		4.57051	0.348982	23570.2	20000
-3315.6	-23335.9	50		4.57125	0.349005	23570.2	20000


8040.4	-22156.4	333.914		5.0605	0.349097	23570.2	20000
8054.53	-22151.3	50		5.06114	0.349124	23570.2	20000
8071.35	-22145.2	50		5.0619	0.349097	23570.2	20000


23102.1	4674.35	260.951		0.199639	0.349029	23570.2	20000
23098.5	4692.12	50		0.200409	0.34922	23570.2	20000
23094.9	4709.76	50		0.201172	0.349228	23570.2	20000


13707.4	-19174.5	255.612		5.33303	0.34915	23570.2	20000
13721.4	-19164.5	50		5.33376	0.349176	23570.2	20000
13733.6	-19155.8	50		5.33439	0.349087	23570.2	20000


-21628	-9369.28	277.362		3.55039	0.349096	23570.2	20000
-21621.3	-9384.9	50		3.55111	0.348977	23570.2	20000
-21614.2	-9401.13	50		3.55186	0.348964	23570.2	20000


-23002.2	5143.2	301.707		2.92162	0.349081	23570.2	20000
-23006.5	5124.21	50		2.92244	0.349217	23570.2	20000
-23009.6	5109.95	50		2.92306	0.3492	23570.2	20000


-21146.6	10410.4	294.597		2.68412	0.349242	23570.2	20000
-21155.2	10393	50		2.68495	0.349356	23570.2	20000
-21162.8	10377.5	50		2.68568	0.34942	23570.2	20000


-4987.52	23036.5	287.604		1.78401	0.349129	23570.2	20000
-5007.18	23032.2	50		1.78486	0.349263	23570.2	20000
-5024.84	23028.4	50		1.78563	0.349161	23570.2	20000


216.929	23569.2	334.113		1.56159	0.349113	23570.2	20000
198.271	23569.4	50		1.56238	0.349075	23570.2	20000
181.344	23569.5	50		1.5631	0.349106	23570.2	20000


13390.5	-19397.1	266.474		5.3166	0.349109	23570.2	20000
13406	-19386.4	50		5.3174	0.349165	23570.2	20000
13422.3	-19375.2	50		5.31824	0.349112	23570.2	20000


22917.9	-5506.93	268.858		6.04737	0.349082	23570.2	20000
22922.1	-5489.5	50		6.04813	0.348975	23570.2	20000
22926.5	-5470.96	50		6.04894	0.349003	23570.2	20000


19219.1	13644.9	309.188		0.617385	0.349083	23570.2	20000
19209.2	13658.8	50		0.618107	0.349148	23570.2	20000
19197.8	13674.7	50		0.618937	0.349192	23570.2	20000


-20189.3	12163.4	292.214		2.59936	0.349055	23570.2	20000
-20198.8	12147.5	50		2.60015	0.349043	23570.2	20000
-20208	12132.4	50		2.6009	0.349063	23570.2	20000


2026.67	-23482.9	294.998		4.79848	0.349041	23570.2	20000
2044.77	-23481.4	50		4.79925	0.349074	23570.2	20000
2061.4	-23479.9	50		4.79996	0.349012	23570.2	20000


17357.6	15945.8	255.611		0.743033	0.349062	23570.2	20000
17344.3	15960.3	50		0.743864	0.34896	23570.2	20000
17333.7	15971.8	50		0.744531	0.348955	23570.2	20000


-1239.13	23537.6	338.52		1.62339	0.349044	23570.2	20000
-1255.29	23536.8	50		1.62408	0.349013	23570.2	20000
-1271.92	23535.9	50		1.62479	0.349065	23570.2	20000


22753.7	-6150.05	263.277		6.01921	0.349053	23570.2	20000
22758	-6134.27	50		6.0199	0.349	23570.2	20000
22762.5	-6117.49	50		6.02064	0.348987	23570.2	20000


23557.7	-766.845	259.721		6.25065	0.349093	23570.2	20000
23558.3	-748.336	50		6.25143	0.349152	23570.2	20000
23558.9	-729.427	50		6.25223	0.349059	23570.2	20000


-973.737	-23550.1	308.309		4.67107	0.349065	23570.2	20000
-957.392	-23550.8	50		4.67176	0.349143	23570.2	20000
-941.547	-23551.4	50		4.67243	0.349171	23570.2	20000


22542.6	6883.86	283.54		0.296377	0.348972	23570.2	20000
22537.6	6900.01	50		0.297094	0.349061	23570.2	20000
22532.7	6916.21	50		0.297813	0.349136	23570.2	20000


-19636.9	13036.4	292.059		2.55553	0.349047	23570.2	20000
-19646.7	13021.7	50		2.55628	0.34907	23570.2	20000
-19655.8	13007.8	50		2.55698	0.349065	23570.2	20000


7840.98	22227.8	341.254		1.23167	0.349032	23570.2	20000
7826.36	22232.9	50		1.23233	0.349069	23570.2	20000
7805.53	22240.3	50		1.23326	0.349063	23570.2	20000


-16827.9	-16503.9	313.913		3.91727	0.349102	23570.2	20000
-16814.9	-16517.1	50		3.91806	0.34907	23570.2	20000
-16802.5	-16529.7	50		3.91881	0.349101	23570.2	20000


-15693.7	17585.9	302.732		2.2994	0.349138	23570.2	20000
-15707.7	17573.4	50		2.30019	0.349023	23570.2	20000
-15722.2	17560.4	50		2.30102	0.348956	23570.2	20000


9683.2	-21489.3	317.15		5.13575	0.349042	23570.2	20000
9699.12	-21482.1	50		5.13649	0.348983	23570.2	20000
9714.66	-21475.1	50		5.13721	0.348898	23570.2	20000


-5858.17	22830.6	331.88		1.82197	0.349077	23570.2	20000
-5878.5	22825.4	50		1.82286	0.349113	23570.2	20000
-5897.83	22820.4	50		1.82371	0.349087	23570.2	20000


409.669	-23566.7	347.954		4.72977	0.348981	23570.2	20000
426.398	-23566.4	50		4.73048	0.348821	23570.2	20000
442.317	-23566.1	50		4.73116	0.348831	23570.2	20000


-17153.7	-16165	275.893		3.89733	0.349135	23570.2	20000
-17141.5	-16177.9	50		3.89808	0.349105	23570.2	20000
-17128.8	-16191.3	50		3.89886	0.349162	23570.2	20000


-6416.39	22680.1	314.727		1.8465	0.349079	23570.2	20000
-6432.34	22675.5	50		1.8472	0.348993	23570.2	20000
-6447.55	22671.2	50		1.84787	0.349063	23570.2	20000


-9849.81	21413.5	266.443		2.00192	0.349138	23570.2	20000
-9866.83	21405.6	50		2.00272	0.349102	23570.2	20000
-9882.62	21398.3	50		2.00345	0.348975	23570.2	20000


-449.514	-23565.9	261.436		4.69332	0.348932	23570.2	20000
-434.015	-23566.2	50		4.69397	0.348865	23570.2	20000
-417.226	-23566.5	50		4.69469	0.34883	23570.2	20000


13217.7	19515.4	282.082		0.975472	0.349099	23570.2	20000
13201.3	19526.5	50		0.976312	0.34907	23570.2	20000
13186.4	19536.5	50		0.977075	0.349076	23570.2	20000


-9566.95	21541.3	282.927		1.98875	0.349016	23570.2	20000
-9582.58	21534.4	50		1.98948	0.348992	23570.2	20000
-9598.15	21527.4	50		1.9902	0.349115	23570.2	20000


14136.4	-18860.5	310.875		5.35559	0.349004	23570.2	20000
14149.6	-18850.6	50		5.35629	0.349042	23570.2	20000
14164.9	-18839.1	50		5.3571	0.349136	23570.2	20000


-15551.6	17711.6	309.831		2.29135	0.349123	23570.2	20000
-15565	17699.9	50		2.2921	0.349172	23570.2	20000
-15578.8	17687.7	50		2.29289	0.349158	23570.2	20000


19572.8	-13132.5	320.293		5.69222	0.349072	23570.2	20000
19583	-13117.2	50		5.693	0.34917	23570.2	20000
19592.3	-13103.4	50		5.6937	0.349049	23570.2	20000


-16648.5	16684.8	340.397		2.35511	0.34905	23570.2	20000
-16662.3	16671.1	50		2.35593	0.34904	23570.2	20000
-16674.5	16658.9	50		2.35666	0.349047	23570.2	20000


-2160.32	-23471	318.499		4.62061	0.349056	23570.2	20000
-2142.92	-23472.6	50		4.62135	0.349116	23570.2	20000
-2126.09	-23474.1	50		4.62206	0.349134	23570.2	20000


15499.5	-17757.3	269.916		5.43	0.349056	23570.2	20000
15514.4	-17744.2	50		5.43084	0.34905	23570.2	20000
15529	-17731.5	50		5.43166	0.349007	23570.2	20000


11712.1	20454.4	276.042		1.05077	0.349114	23570.2	20000
11695.1	20464.1	50		1.0516	0.349039	23570.2	20000
11681.3	20472	50		1.05228	0.349104	23570.2	20000


-22611.7	-6653.18	321.546		3.42775	0.349224	23570.2	20000
-22606.8	-6670.05	50		3.4285	0.349144	23570.2	20000
