19.2071	-46.1463	93.2156
38.6899	-92.2141	143.231
58.2895	-138.237	193.22
10.4573	-48.8908	70.3961
19.9629	-97.9525	120.37
29.5501	-147.041	170.425
48.8854	10.2523	42.9558
97.6326	21.5261	92.967
146.39	32.8977	143.04
29.9879	39.9903	89.0789
60.432	79.6488	139.132
90.7653	119.388	189.133
39.5186	30.6649	3.72154
79.7333	60.4266	53.6708
119.813	90.2372	103.634
-7.11642	-49.5046	51.6386
-14.2937	-98.9531	101.593
-21.3595	-148.489	151.628
17.1037	-47.0186	15.3493
34.0507	-94.0133	65.2582
51.1555	-141.057	115.281
48.7014	11.3691	88.0811
97.7418	21.2941	138.107
146.741	31.3132	188.063
29.5237	-40.3029	93.6333
58.5863	-81.0002	143.654
87.6971	-121.689	193.689
-46.037	-19.5079	71.2386
-91.9844	-39.3216	121.262
-137.802	-59.2037	171.268
-48.6458	11.5697	48.1565
-97.4215	22.5971	98.1836
-146.183	33.4795	148.186
-45.0501	21.7823	54.703
-89.8758	43.9277	104.666
-134.706	65.9349	154.626
-9.21952	49.0971	62.9148
-19.7616	98.0762	112.97
-30.3842	146.907	162.962
2.26071	49.9376	17.439
2.83747	99.9908	67.5172
3.24687	150.027	117.442
29.3208	-40.5718	82.1311
57.6984	-81.7127	132.094
86.1029	-122.819	182.097
48.7792	-10.7266	83.1436
97.448	-22.4335	133.156
146.136	-34.0757	183.161
40.8382	28.8418	40.4928
81.6672	57.6931	90.4985
122.437	86.6559	140.465
-42.7366	26.0364	56.4585
-85.5104	51.9006	106.438
-128.311	77.6992	156.468
2.9015	-49.9049	55.3907
7.182	-99.7773	105.409
11.5157	-149.588	155.385
36.4041	34.308	94.3768
73.2076	68.0892	144.321
109.962	101.991	194.365
-2.41466	49.955	13.3931
-4.90435	99.9131	63.3841
-7.53547	149.867	113.319
47.9427	-14.2215	87.377
96.1946	-27.3015	137.37
144.477	-40.295	187.358
50.0079	0.0980143	89.1078
99.9399	-1.56504	139.128
149.957	-3.13956	189.166
-3.28816	-49.9403	41.9597
-5.44532	-99.8661	91.8774
-7.48271	-149.793	141.83
47.9908	14.0442	65.7504
95.8138	28.5536	115.76
143.673	43.1931	165.762
-40.9028	28.6316	58.1905
-82.5734	56.4269	108.237
-124.265	84.0471	158.181
16.7799	47.0952	10.7793
33.476	94.2616	60.7758
50.1341	141.427	110.773
-36.1109	-34.6108	35.4747
-71.9062	-69.5304	85.4365
-107.601	-104.486	135.393
-32.8774	37.5578	46.9912
-66.1643	74.981	97.0913
-99.4873	112.215	147.07
18.5561	-46.4178	31.6827
39.0398	-92.0504	81.744
59.5658	-137.623	131.746
-12.6591	48.3573	16.2416
-24.9769	96.8777	66.224
-37.418	145.314	116.169
-0.742011	-50.0445	3.92677
-0.000309148	-99.9908	53.9138
0.890614	-149.993	103.879
-35.8636	-34.808	73.382
-72.3081	-69.0884	123.384
-108.654	-103.434	173.359
-11.5002	48.6326	34.0122
-25.0448	96.814	84.0355
-38.6708	144.962	134.057
-19.8629	45.9308	83.5082
-40.7399	91.3183	133.449
-61.6423	136.761	183.468
-1.65422	-49.9787	90.5533
-2.65092	-99.8856	140.567
-3.57055	-149.934	190.704
29.5827	40.3297	68.8485
57.625	81.7229	118.867
85.6249	123.162	168.912
-20.2456	45.717	67.8526
-40.4851	91.3961	117.828
-60.8276	137.07	167.872
30.4305	-39.6906	40.9496
60.3435	-79.7698	90.9489
90.3527	-119.745	140.899
-31.624	38.7299	39.3106
-64.5418	76.3538	89.3588
-97.553	113.917	139.456
40.0795	-29.9107	30.4333
81.598	-57.8002	80.453
123.116	-85.6528	130.498
-34.8609	35.83	11.2346
-70.0979	71.3096	61.2559
-105.388	106.667	111.288
-2.6587	-49.9282	30.0207
-7.35453	-99.713	79.999
-11.9551	-149.573	130.06
32.8952	-37.7088	77.2779
65.7311	-75.3243	127.279
98.6356	-112.958	177.316
24.7475	43.4356	73.9522
49.6915	86.7984	123.945
74.5394	130.217	173.938
-48.2885	-12.7292	30.1459
-96.3426	-26.7713	80.2356
-144.325	-40.8891	130.211
-12.6008	48.4286	80.048
-24.8109	96.9106	129.991
-37.165	145.334	179.996
36.3633	34.2662	37.7475
73.1285	68.1762	87.8361
109.805	102.205	137.811
-15.132	-47.6432	27.6784
-29.5605	-95.5323	77.6766
-43.8537	-143.46	127.703
-15.3577	-47.5938	72.016
-30.9755	-95.0574	122.044
-46.5145	-142.589	172.058
-28.532	-41.0888	11.8868
-56.7943	-82.2446	61.9026
-84.961	-123.65	111.889
30.4464	-39.6321	69.2195
61.4465	-78.9047	119.267
92.5056	-118.059	169.292
-46.2296	18.9807	34.3714
-91.9492	39.3278	84.3527
-137.618	59.5333	134.326
-42.3331	26.626	81.4739
-84.8317	52.8416	131.473
-127.441	79.1319	181.557
-20.0735	45.808	23.6214
-38.2893	92.3627	73.6304
-56.6427	138.954	123.589
-27.5299	-41.7603	73.357
-54.6477	-83.7143	123.307
-81.7462	-125.775	173.355
48.8866	10.6482	40.9096
97.8368	20.6985	90.8844
146.771	30.8804	140.957
20.5264	45.6346	4.01427
42.6785	90.4095	54.0426
64.7772	135.303	104.073
-13.6707	-48.0361	46.3748
-26.4055	-96.5158	96.4159
-38.9576	-144.837	146.359
31.4661	-38.8714	82.6388
64.2375	-76.586	132.657
97.0851	-114.282	182.726
30.4043	39.7317	68.8762
62.0674	78.4344	118.872
93.6009	117.222	168.838
-44.8231	22.0471	96.5216
-88.7599	46.0492	146.595
-132.684	69.9142	196.583
24.7031	43.5099	90.8178
49.0067	87.2061	140.767
73.2032	130.879	190.717
-43.9754	23.7675	56.6241
-87.9489	47.6001	106.579
-131.924	71.3565	156.553
49.6304	6.34481	87.7685
98.9565	14.4957	137.765
148.232	22.7594	187.778
48.3337	-12.7066	1.63603
96.1634	-27.3915	51.6336
144.02	-41.8982	101.686
0.643768	-50.0201	61.8251
1.57968	-99.9888	111.741
2.70661	-149.965	161.737
23.0957	-44.3704	84.2323
47.346	-88.1105	134.243
71.6607	-131.813	184.189
-23.7447	-43.9429	50.7324
-45.7784	-88.9325	100.786
-67.6513	-133.854	150.759
49.7182	5.4125	98.2343
99.3215	11.8962	148.257
148.854	18.5287	198.244
-47.6471	-15.2393	21.9671
-94.5709	-32.6202	71.9544
-141.403	-50.0551	121.939
49.4699	-7.62885	55.7842
98.946	-14.4955	105.771
148.479	-21.3058	155.753
-35.4746	35.316	19.0423
-71.596	69.8443	69.0133
-107.863	104.333	119.011
-48.9839	10.124	48.3773
-97.7657	20.6504	98.3428
-146.726	31.1397	148.404
39.4789	30.652	9.82565
79.404	60.8325	59.8185
119.152	91.0931	109.796
-47.418	15.7605	69.3396
-94.8724	31.6107	119.389
-142.303	47.2835	169.35
26.1336	42.6254	11.246
50.9567	86.087	61.2476
75.6334	129.552	111.237
34.5198	36.1652	72.9426
69.457	71.9652	122.964
104.266	107.845	172.913
49.7516	-4.53734	21.557
99.6045	-9.10131	71.5639
149.362	-13.5743	121.551
43.9157	23.9701	64.1316
88.4733	46.574	114.064
133	69.313	164.07
