49.8867	-3.36379	128.665
99.7815	-6.60658	214.939
149.767	-8.36028	301.254
-49.9994	0.245147	116.314
-99.9698	-2.45559	202.932
-149.853	-6.64687	289.777
-3.93707	-49.8448	129.682
-4.99146	-99.8753	216.46
-4.52492	-149.932	303.192
19.0189	46.2416	41.7619
35.1861	93.6052	128.28
49.8157	141.486	214.801
-31.7784	-38.6022	63.7353
-62.9081	-77.734	150.259
-92.8242	-117.829	236.525
-25.2038	43.183	57.1103
-50.7064	86.1908	143.931
-77.4501	128.458	230.823
-36.275	34.4111	72.9779
-73.1864	68.1451	159.715
-111.133	100.744	246.282
-47.4082	15.8891	115.577
-95.6736	29.0958	202.083
-144.32	40.887	288.758
-14.671	47.7992	89.9031
-30.9569	95.0877	176.486
-48.6661	141.886	262.977
4.15021	49.8275	81.704
6.2817	99.8025	168.315
6.84043	149.844	254.786
2.16723	-49.953	83.295
4.47485	-99.8998	169.802
8.30909	-149.77	256.462
43.8851	23.9603	97.1396
87.7922	47.8804	183.671
130.963	73.1339	270.174
32.4056	-38.0773	72.4544
67.5986	-73.6914	159.272
103.808	-108.277	246.494
-26.8228	42.1964	99.8225
-56.3516	82.6105	186.577
-87.0161	122.181	273.283
46.1983	19.1237	82.3876
91.4914	40.3648	169.021
136.152	62.9495	256.014
-34.3692	-36.3147	68.2372
-68.5074	-72.8474	154.821
-101.49	-110.453	241.542
11.3317	48.699	51.3221
19.7874	98.0227	137.68
26.786	147.589	224.399
7.30299	-49.4638	125.177
16.3527	-98.6539	211.891
26.9026	-147.568	298.38
-5.42274	-49.7051	63.7984
-7.43829	-99.723	150.333
-7.89926	-149.792	236.891
-49.9161	-2.89478	112.424
-99.6086	-8.83841	199.114
-149.111	-16.3101	285.773
-33.503	-37.1153	48.072
-66.7251	-74.4833	134.752
-98.8527	-112.819	221.793
-44.6755	22.4523	124.181
-90.5405	42.4548	210.912
-137	61.0813	297.562
-41.7574	-27.5013	115.436
-83.1128	-55.6081	202.106
-123.609	-84.9752	288.767
41.4227	28.0028	89.3936
82.0416	57.1767	176.066
121.857	87.4691	262.8
45.035	-21.7221	127.241
90.3729	-42.8106	213.777
136.359	-62.4987	300.585
5.31067	-49.7172	71.9238
11.3131	-99.358	158.593
18.8704	-148.808	245.525
27.1939	41.9582	120.232
52.8295	84.9061	206.894
77.1492	128.639	293.494
37.5326	-33.0349	124.99
76.6458	-64.2295	211.648
116.721	-94.2142	298.313
-47.1266	16.7058	50.5935
-94.9521	31.3703	137.187
-143.202	44.6465	223.981
-40.6262	-29.1463	102.17
-80.7708	-58.9583	188.967
-120.029	-89.9609	275.433
-18.858	-46.3074	58.7189
-35.6247	-93.4392	145.403
-50.9897	-141.068	232.135
22.2519	-44.7756	83.1223
45.4569	-89.0712	169.575
69.9965	-132.667	256.344
-32.5429	37.96	52.2171
-65.3575	75.6861	138.901
-99.2807	112.443	225.559
-12.2795	48.4687	86.6519
-27.3996	96.1731	173.563
-43.9779	143.408	260.38
14.8587	47.7412	116.727
28.2135	95.9375	203.583
40.176	144.52	290.405
49.9424	2.39838	56.5561
99.8312	5.80748	142.903
149.617	10.7172	229.299
-31.6561	38.7026	63.9539
-65.3684	75.6768	150.775
-100.185	111.637	237.594
-5.64973	-49.6798	99.353
-8.76218	-99.6154	186.055
-10.3552	-149.642	272.888
-16.3973	47.2348	122.865
-33.9088	94.0755	209.137
-52.7502	140.419	295.319
49.6616	-5.80766	65.5605
99.3729	-11.1814	152.146
149.245	-15.0334	238.849
-27.6245	-41.676	91.6688
-55.005	-83.5132	178.246
-81.1096	-126.179	265.05
-41.7853	-27.4589	53.8444
-83.3204	-55.2966	140.543
-124.013	-84.3844	227.436
-26.0927	42.6517	118.312
-52.9126	84.8543	204.921
-80.9522	126.28	291.438
-38.4191	31.9996	120.585
-77.5471	63.1383	207.239
-117.656	93.0432	294.101
26.4328	-42.4418	107.95
53.6788	-84.3717	194.477
82.1683	-125.492	280.793
39.18	31.0633	83.8681
76.7852	64.0628	170.728
113.407	98.1778	257.687
-46.7636	-17.6966	57.978
-93.1906	-36.2699	144.598
-139.052	-56.2533	231.177
42.4077	-26.4875	50.4147
85.9749	-51.0716	136.802
130.262	-74.3754	223.421
-45.606	-20.4961	84.576
-90.5543	-42.4254	171.088
-134.857	-65.6783	257.592
-2.4636	-49.9393	132.261
