19.173	-46.1729	93.1554	5.10903
38.6268	-92.2108	143.121	5.10903
58.2024	-138.265	193.109	5.10903
10.4489	-48.8696	70.4397	4.9005
19.9618	-97.9911	120.438	4.9005
29.5763	-147.078	170.401	4.9005
48.9213	10.233	43.052	0.223403
97.6119	21.4566	93.1898	0.223403
146.367	32.8037	143.328	0.223403
30.0241	39.9595	89.0229	0.913522
60.4398	79.6285	139.032	0.913522
90.7999	119.4	189.027	0.913522
39.5008	30.6547	3.79436	0.633729
79.6902	60.387	53.8444	0.633729
119.808	90.1979	103.904	0.633729
-7.14624	-49.5126	51.6603	4.56504
-14.3268	-98.9529	101.661	4.56504
-21.4058	-148.432	151.673	4.56504
17.0627	-46.9707	15.3692	5.05534
34.0343	-94.033	65.3793	5.05534
51.0854	-141.003	115.334	5.05534
48.708	11.3611	88.058	0.19569
97.679	21.2277	138.065	0.19569
146.699	31.2129	188.109	0.19569
29.523	-40.3035	93.6349	5.32909
58.6242	-81.0789	143.713	5.32909
87.7078	-121.648	193.717	5.32909
-46.0208	-19.5407	71.2431	3.54611
-91.9431	-39.3712	121.222	3.54611
-137.808	-59.2924	171.228	3.54611
-48.6451	11.5218	48.1277	2.91692
-97.4597	22.5146	98.1583	2.91692
-146.291	33.4027	148.173	2.91692
-45.0393	21.7361	54.7444	2.67964
-89.8542	43.8727	104.808	2.67964
-134.76	65.9356	154.945	2.67964
-9.20834	49.1618	62.8974	1.77955
-19.7286	98.0516	112.908	1.77955
-30.3464	146.889	162.887	1.77955
2.25217	49.8974	17.4498	1.55641
2.81137	100.02	67.4932	1.55641
3.2613	149.951	117.435	1.55641
29.2467	-40.5008	82.0628	5.31258
57.6684	-81.7499	132.086	5.31258
86.103	-122.832	182.021	5.31258
48.8465	-10.6913	83.1868	6.04322
97.4351	-22.412	133.229	6.04322
146.127	-34.048	183.225	6.04322
40.871	28.8393	40.4595	0.61259
81.6864	57.7171	90.4086	0.61259
122.455	86.6919	140.362	0.61259
-42.7338	26.0268	56.4492	2.59482
-85.4787	51.8618	106.448	2.59482
-128.329	77.6364	156.423	2.59482
2.87585	-49.9324	55.4241	4.7939
7.10571	-99.7458	105.382	4.7939
11.4416	-149.554	155.401	4.7939
36.4113	34.2923	94.4031	0.7391
73.2172	68.0534	144.351	0.7391
110.062	101.995	194.402	0.7391
-2.42956	49.9152	13.4037	1.61814
-4.96085	99.8908	63.4556	1.61814
-7.59376	149.776	113.454	1.61814
47.9489	-14.1974	87.3272	6.01505
96.273	-27.3088	137.284	6.01505
144.525	-40.2905	187.166	6.01505
50.0038	0.11001	89.024	6.24667
100.003	-1.55958	139.005	6.24667
149.982	-3.1225	188.994	6.24667
-3.26435	-49.9106	41.8996	4.66639
-5.40387	-99.8598	91.8609	4.66639
-7.43762	-149.819	141.858	4.66639
48.0057	14.0964	65.7746	0.291999
95.8067	28.6294	115.757	0.291999
143.616	43.2758	165.827	0.291999
-40.9707	28.6948	58.1312	2.55101
-82.5619	56.3853	108.084	2.55101
-124.257	84.0174	158.036	2.55101
16.7872	47.1205	10.7709	1.22639
33.5097	94.2238	60.6566	1.22639
50.1521	141.418	110.561	1.22639
-36.0999	-34.6096	35.5036	3.91241
-71.8489	-69.551	85.5121	3.91241
-107.562	-104.606	135.517	3.91241
-32.9031	37.6295	46.9555	2.29469
-66.1389	74.988	96.9772	2.29469
-99.4741	112.299	147.005	2.29469
18.5968	-46.4115	31.6954	5.13082
39.063	-92.0492	81.7794	5.13082
59.614	-137.616	131.888	5.13082
-12.6752	48.345	16.2564	1.81678
-25.003	96.8089	66.2792	1.81678
-37.4386	145.266	116.262	1.81678
-0.718493	-49.9404	3.93329	4.7245
0.0512218	-100.008	53.9489	4.7245
0.925623	-149.937	103.876	4.7245
-35.8884	-34.7628	73.3877	3.89312
-72.3406	-69.0416	123.39	3.89312
-108.684	-103.363	173.344	3.89312
-11.5031	48.7019	33.9998	1.84154
-25.0172	96.8051	83.927	1.84154
-38.648	144.932	133.893	1.84154
-19.8339	45.9049	83.4904	1.99788
-40.7129	91.4002	133.44	1.99788
-61.6426	136.751	183.325	1.99788
-1.62621	-49.9673	90.5469	4.68917
-2.62548	-100.023	140.557	4.68917
-3.51602	-149.956	190.52	4.68917
29.5574	40.3225	68.9123	0.971028
57.6522	81.6948	118.928	0.971028
85.6791	123.155	168.93	0.971028
-20.2006	45.6857	67.8601	1.98432
-40.4794	91.4961	117.939	1.98432
-60.7942	137.126	167.893	1.98432
30.4204	-39.7331	40.9464	5.35079
60.3203	-79.7529	90.9193	5.35079
90.347	-119.765	140.958	5.35079
-31.604	38.7368	39.3032	2.28655
-64.5505	76.3848	89.3703	2.28655
-97.5332	113.912	139.341	2.28655
40.0788	-29.8527	30.4462	5.68722
81.5944	-57.8154	80.5104	5.68722
123.106	-85.647	130.595	5.68722
-34.8627	35.8077	11.2452	2.34996
-70.1181	71.2738	61.2555	2.34996
-105.481	106.698	111.269	2.34996
-2.69196	-49.9498	29.9728	4.61563
-7.36749	-99.7342	80.0429	4.61563
-11.941	-149.573	130.152	4.61563
32.8979	-37.695	77.3053	5.42587
65.7375	-75.3994	127.242	5.42587
98.6293	-113.003	177.152	5.42587
24.7836	43.4415	73.9796	1.04641
